deployId,longtitude,latitude,elevation
3,35.492849572811835,31.002276272659003,-220.47936537418897,UPDATE,1,35.49479144429364,30.993295542485516,-126.63940382086199,UPDATE,2,35.50417053693958,31.009520331726883,-123.09775177229098,UPDATE
3,35.49699902891414,31.002330259099224,-145.12040529180538,UPDATE
3,35.50040970435081,31.002252561605708,-133.90084160303525,UPDATE
7,35.59066062773814,30.997609926234357,255.3983320955397,ADD,3,Enemy location 1,7,Enemy,Tank
3,35.5061919638964,31.002303060830606,-126.68772851433509,UPDATE
3,35.511098739912576,31.002282885253702,-126.29052510168756,UPDATE
3,35.51179428460253,31.00228042206121,-112.94233623520662,UPDATE
3,35.517189732448855,31.002217406773994,-111.36548019928084,UPDATE
3,35.522250836895545,31.002251931501924,168.14424130396696,UDPATE
3,35.52712442750866,31.002215400063243,302.1254808407143,UPDATE
3,35.533765547501424,31.00203551623569,341.11915106808095,UPDATE
10,35.553077634105854,31.01549509589585,99.32763826719292,ADD,3,Enemy location 2,10,Enemy,Tank
3,35.53797823518592,31.001913760700056,323.06848912051123,UPDATE
3,35.544437869052956,31.001704089513698,-60.99924830317251,UPDATE
5,35.538398538575585,30.894081341757232,246.2799953820131,ADD,3,Enemy location 3,5,Enemy,Tank
3,35.55272376555939,31.001521035092193,-86.97284179811669,UPDATE
3,35.56206470037121,31.001116176712717,-73.9305257107924,UPDATE
3,35.57101175245111,31.000938497062837,108.47433810738593,UPDATE
5,35.56074404168874,30.97485909853058,605.8406626427194,UPDATE
